RESPID;interview_end;gender;age;age_coded;DK_region;Agenda;b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?;b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?;b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?;b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?;bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?;bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?;bg7 - Hvilket parti hælder du mest til at stemme på?;bg8 - Hvad er din højest afsluttede uddannelse?;bg9 - Hvor mange børn under 18 år er der din husstand?;bg10 - Hvad er husstandens samlede årlige bruttoindkomst?;PI_idag_prob - Stemme i morgen (bg6+bg7);Weight;redprediction;blueprediction;swingprediction;latedecprediction
3048;20150315;Mand;65;60-69 år;Sjælland;900;indvandringpolitik;Ved ikke;Venstre ledet regering;Socialdemokratisk ledet regering;Vil ikke svare;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Socialdemokraterne;0,3390476436;0.460175713839121;0.403991166696319;0.138127416583055;0.317588395422295
3051;20150315;Mand;68;60-69 år;Midtjylland;103;For mange arbejdsløse;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Socialdemokraterne;0,3307462974;0.421737883145489;0.437446141969747;0.137997489761383;0.209537797167326
3056;20150315;Mand;68;60-69 år;Syddanmark;1300;For store offentlige udgifter - og for meget offentlig kontrol;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;Vil ikke svare;Vil ikke svare;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;;0,3652464053;0.421737883145489;0.437446141969747;0.137997489761383;0.375003847573356
3060;20150316;Kvinde;51;50-59 år;Midtjylland;600;Uddannelse;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Kort videregående 1-2 år;Ingen;1.000.000 kr. eller derover;Venstre;0,5887752644;0.307030924236385;0.551984601216041;0.13763075497325;0.432823573221393
3061;20150317;Mand;25;18-29 år;Hovedstaden;900;Integration;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;Ingen;800.000-899.999 kr.;Enhedslisten;0,8292694078;0.254145567469467;0.556744791093976;0.137563873509752;0.579552023503862
3077;20150315;Mand;73;70++ år;Nordjylland;1227;Terrror, flygtningeproblemer;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;Ved ikke;(V) Venstre;Lang videregående 5 år;Ingen;400.000-499.999 kr.;Venstre;0,6094381812;0.416409292835632;0.413047129294147;0.137429217663998;0.451261003933349
3086;20150315;Kvinde;72;70++ år;Sjælland;103;Beskæftigelsen;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;600.000-699.999 kr.;Venstre;1,0019416027;0.476882249856774;0.379027906098156;0.137231811708216;0.380126794388967
3087;20150315;Kvinde;30;30-39 år;Hovedstaden;100;økonomisk stabilitet;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(V) Venstre;;Lang videregående 5 år;Ingen;300.000-399.999 kr.;Venstre;1,1517316202;0.580078333375373;0.264710683185855;0.13715443148548;0.296929489129903
3094;20150316;Kvinde;72;70++ år;Midtjylland;201;Vores manglende evne og vilje til at se nuanceret på flygtninge / integrationspolitikken.;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Gymnasie, HF eller lignende;Ingen;Vil ikke oplyse;Socialdemokraterne;0,8955653123;0.398982000919552;0.474204348955436;0.13691645544887;0.422106368708003
3104;20150315;Kvinde;63;60-69 år;Hovedstaden;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;600.000-699.999 kr.;Enhedslisten;0,4102495601;0.599981665222958;0.283739242517064;0.136826196156552;0.476700448295598
3109;20150316;Kvinde;70;70++ år;Hovedstaden;300;"sundhedssektoren fungerer ikke godt nok på grund af alle nedskæringerne; det samme med folkeskolen. Disse to problemer synes jeg fylder lige meget";Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;600.000-699.999 kr.;Enhedslisten;0,7150877413;0.510341050521794;0.353074090776239;0.136525595526542;0.667249011852605
3135;20150315;Kvinde;70;70++ år;Hovedstaden;300;sundhedsvæsnet;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;Ingen;600.000-699.999 kr.;Konservative Folkeparti;1,0631239305;0.510341050521794;0.353074090776239;0.136525595526542;0.441457298439616
3147;20150315;Kvinde;65;60-69 år;Nordjylland;207;Islamisering;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;Ved ikke;Mellemlang videregående 3-4 år;Ingen;600.000-699.999 kr.;;0,3325508001;0.578835659093139;0.300329908383512;0.136301105847844;0.182104635161721
3151;20150316;Mand;37;30-39 år;Hovedstaden;602;At få genopbygget den danske folkeskole;Socialdemokratisk ledet regering;Venstre ledet regering;Ved ikke;(A) Socialdemokraterne;Alternativet;;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Alternativet;0,9290377991;0.387635068944015;0.452031561208214;0.136282597252058;0.631522320461379
3168;20150315;Mand;37;30-39 år;Sjælland;1399;børne og unge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Mellemlang videregående 3-4 år;1 barn;800.000-899.999 kr.;Liberal Alliance (tidligere Ny Alliance);1,0941414847;0.387635068944015;0.452031561208214;0.136282597252058;0.460317582098143
3171;20150316;Mand;41;40-49 år;Hovedstaden;900;Flygtninge;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(I) Liberal Alliance;(A) Socialdemokraterne;;Lang videregående 5 år;2 børn;600.000-699.999 kr.;Socialdemokraterne;0,4765106365;0.557773892262924;0.303626191396411;0.136258730854092;0.56034339077749
3174;20150315;Mand;57;50-59 år;Midtjylland;506;Ungdomsarbejdsløshed;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Kort videregående 1-2 år;3 børn;900.000-999.999 kr.;Dansk Folkeparti;0,3307462974;0.299302500978791;0.57726857819112;0.136257518121425;0.586482732082587
3181;20150315;Kvinde;56;50-59 år;Midtjylland;900;Flygtninge;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Enhedslisten;0,5861946400;0.636082373097485;0.258500551595378;0.13612567318183;0.533822603118992
3185;20150317;Kvinde;48;40-49 år;Hovedstaden;900;Integration;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(A) Socialdemokraterne;;Lang videregående 5 år;1 barn;700.000-799.999 kr.;Socialdemokraterne;0,5758697529;0.64540649460558;0.239806381859664;0.136119634272216;0.52252029014165
3208;20150316;Kvinde;69;60-69 år;Midtjylland;.;ved ikke;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Vil ikke svare;Vil ikke svare;;Gymnasie, HF eller lignende;Ingen;Vil ikke oplyse;;0,7576123066;0.446744868717805;0.433471055475102;0.135991589509551;0.396777342715361
3210;20150315;Kvinde;45;40-49 år;Hovedstaden;900;Integration;Ved ikke;Ved ikke;Ved ikke;(B) Radikale Venstre;Ved ikke;(B) Radikale Venstre;Mellemlang videregående 3-4 år;1 barn;300.000-399.999 kr.;Radikale Venstre;1,3476729248;0.693460562606603;0.209979485079403;0.134963447926573;0.253149296218295
3215;20150315;Mand;80;70++ år;Hovedstaden;900;Indvandring af muslimer;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Lang videregående 5 år;Ingen;700.000-799.999 kr.;Liberal Alliance (tidligere Ny Alliance);0,7074717989;0.226390499604692;0.62370732985244;0.134851813580417;0.286704956847045
3216;20150316;Kvinde;31;30-39 år;Hovedstaden;705;klima;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Lang videregående 5 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,8209818149;0.596451042767776;0.257854629910739;0.133968770925208;0.402589223828489
3217;20150315;Kvinde;59;50-59 år;Hovedstaden;900;flygtninge og fremmede kulturer i vores samfund;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Dansk Folkeparti;0,6321222028;0.620600504493569;0.273403687552667;0.13365085329142;0.294945502851134
3218;20150315;Mand;40;40-49 år;Syddanmark;100;Økonomi;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Lang videregående 5 år;Ingen;500.000-599.999 kr.;Socialistisk Folkeparti - SF;0,5402186284;0.537316441736186;0.324063450966163;0.133312564681206;0.56354806794083
3221;20150315;Mand;40;40-49 år;Sjælland;100;Vækst uden hæmning;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;2 børn;1.000.000 kr. eller derover;Socialdemokraterne;0,5527131326;0.31512385840506;0.521984648743535;0.133016209729351;0.385419070287196
3226;20150316;Kvinde;71;70++ år;Hovedstaden;103;Arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Socialdemokraterne;0,6903016679;0.48197517750032;0.384911113404834;0.131605708120862;0.555757550013579
3244;20150315;Kvinde;45;40-49 år;Hovedstaden;1300;Velfærd;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Socialistisk Folkeparti - SF;0,9683121206;0.588483853982631;0.28911217060798;0.13154446859786;0.509368615553154
3247;20150315;Kvinde;64;60-69 år;Nordjylland;103;manglende job;Ved ikke;Ved ikke;Ved ikke;(Ø) Enhedslisten;Ved ikke;(Ø) Enhedslisten;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Enhedslisten;0,3497965911;0.578140595614254;0.30895757023087;0.131301110499506;0.376227018919808
3248;20150315;Kvinde;69;60-69 år;Midtjylland;.;Der er flere. Kan ikke udpege kun et.;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Socialdemokraterne;0,3307462974;0.513779433957343;0.359826955629238;0.131093694394202;0.58476052326019
3250;20150315;Kvinde;68;60-69 år;Midtjylland;1808;AT kronen holder sin værdi;Ved ikke;Venstre ledet regering;Venstre ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Radikale Venstre;0,6842142786;0.528414150865287;0.348325392148884;0.130965466572234;0.43208089163754
3258;20150316;Kvinde;66;60-69 år;Syddanmark;.;0;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;500.000-599.999 kr.;Socialdemokraterne;0,3307462974;0.555052628495054;0.327344673280716;0.130963510734175;0.366861384431792
3261;20150316;Mand;64;60-69 år;Syddanmark;2099;politikerlede;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Kort videregående 1-2 år;Ingen;800.000-899.999 kr.;Socialdemokraterne;0,3307462974;0.251865473953869;0.64143768837077;0.129856503521847;0.364049257104158
3272;20150316;Mand;34;30-39 år;Hovedstaden;100;Sikre en bæredygtig såvel som konkurrencedygtig økonomi;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;Har ikke stemmeret;;Lang videregående 5 år;Ingen;Vil ikke oplyse;;0,5322304496;0.422018875110705;0.413396267421308;0.128691370618442;0.438765514942727
3274;20150316;Kvinde;47;40-49 år;Hovedstaden;.;Et enkelt problem kan ikke udpeges. Der er flere problematikker, som vi bør kigge på, og gøre noget ved. Menneskerettigheder, sociale områder, børn/unge, flygtningen, arbejdsløshed, uddannelse osv;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Enhedslisten;0,6687860900;0.596262249365565;0.288898940576242;0.128012552418322;0.527550653152653
3280;20150316;Mand;56;50-59 år;Syddanmark;103;arbejdsløsheden;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;Ved ikke;(V) Venstre;Gymnasie, HF eller lignende;Ingen;800.000-899.999 kr.;Venstre;0,9403760463;0.434435700063826;0.466895182843637;0.127910388426199;0.498294011790172
3288;20150316;Mand;69;60-69 år;Syddanmark;103;beskæftiglse til alle;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(Ø) Enhedslisten;;Lang videregående 5 år;Ingen;700.000-799.999 kr.;Enhedslisten;0,3307462974;0.409893945467276;0.450919261680483;0.127829658644711;0.533822603118992
3297;20150316;Mand;69;60-69 år;Midtjylland;2199;Valget 2015;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,3307462974;0.614220834316964;0.265943802787039;0.12751359611679;0.458469516587589
3299;20150316;Mand;66;60-69 år;Sjælland;900;Regeringens udlændinge politik;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,3307462974;0.652730832052356;0.238775475325202;0.127386446483901;0.405505128924594
3302;20150316;Kvinde;42;40-49 år;Sjælland;501;arbejdsvilkår;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Lang videregående 5 år;Ingen;600.000-699.999 kr.;Socialistisk Folkeparti - SF;0,8936306505;0.66654786173066;0.228703665420075;0.127179032263013;0.405505128924594
3305;20150316;Kvinde;38;30-39 år;Midtjylland;602;At man er ved at ødelægge den danske folkeskole, med en underfinansieret folkeskolereform;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;(A) Socialdemokraterne;Ved ikke;(Ø) Enhedslisten;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Enhedslisten;0,7891202021;0.504126374146175;0.357310825679863;0.12687104039304;0.548556324315759
3311;20150316;Kvinde;78;70++ år;Syddanmark;1300;Velfærdet;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;Ved ikke;(O) Dansk Folkeparti;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,4824086219;0.554081509980903;0.302395873632551;0.125660236852145;0.416973506733137
3312;20150316;Mand;54;50-59 år;Midtjylland;1303;Vores behandling af ældre;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Socialdemokraterne;0,4682412342;0.492146843451546;0.387375427620789;0.125185597779167;0.524050641908964
3314;20150316;Mand;58;50-59 år;Hovedstaden;103;Arb. løshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Enhedslisten;0,5860607042;0.588740819531066;0.310999567607493;0.12484162900374;0.441620842492651
3315;20150316;Mand;44;40-49 år;Midtjylland;900;Indvandring.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;Ved ikke;(O) Dansk Folkeparti;Mellemlang videregående 3-4 år;3 børn;1.000.000 kr. eller derover;Dansk Folkeparti;0,4087786257;0.341034862326378;0.512444187500477;0.124660171369588;0.440020319880315
3318;20150316;Kvinde;50;50-59 år;Syddanmark;100;Krise;Venstre ledet regering;Venstre ledet regering;Ved ikke;(A) Socialdemokraterne;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Dansk Folkeparti;0,4778051603;0.601883119665737;0.292068930052617;0.123470112073722;0.4357347355756
3325;20150316;Mand;72;70++ år;Midtjylland;900;flygtninge- indvandrerpolitik;Ved ikke;Ved ikke;Ved ikke;Vil ikke svare;Vil ikke svare;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;;0,6970992397;0.425678733719959;0.449669727404982;0.122593085152785;0.49346316205642
3329;20150316;Mand;62;60-69 år;Hovedstaden;1227;Terrortruslen.;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,3307462974;0.559007410202833;0.33825936915587;0.12258384317828;0.540234108362097
3332;20150316;Kvinde;42;40-49 år;Hovedstaden;.;Uligevægt i opfattet/udført arbejde. Fornemmelse af uretfærdig fordeling af goder. Krævementalitet hos både pensionister og helt unge.;Ved ikke;Ved ikke;Ved ikke;(I) Liberal Alliance;Ved ikke;Ved ikke;Lang videregående 5 år;2 børn;500.000-599.999 kr.;;0,5671359661;0.655748376176857;0.243487095677703;0.122267105565408;0.399836330401425
3337;20150316;Mand;71;70++ år;Hovedstaden;2199;det kommende valg;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Radikale Venstre;1,1923510947;0.442532752753314;0.435591564139701;0.122231982577054;0.44551973476419
3339;20150316;Mand;63;60-69 år;Hovedstaden;103;Arbejdsløsheden;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;(V) Venstre;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,3307462974;0.549443303802287;0.346532194373777;0.122224607693958;0.444217070679943
3345;20150316;Kvinde;42;40-49 år;Syddanmark;1920;Syrien;Socialdemokratisk ledet regering;Ved ikke;Ved ikke;(B) Radikale Venstre;(B) Radikale Venstre;;Mellemlang videregående 3-4 år;4 børn ++;1.000.000 kr. eller derover;Radikale Venstre;1,0186701397;0.430107690235169;0.422992592479886;0.121991848607186;0.430079391442827
3348;20150316;Mand;68;60-69 år;Syddanmark;103;Arbejdsløshed, for mange muslimske indvandrere, elendig regering;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Venstre;0,3474906188;0.488757011698307;0.397300196167059;0.121630955592252;0.330525099337371
3357;20150316;Mand;68;60-69 år;Hovedstaden;1227;terror;Venstre ledet regering;Ved ikke;Ved ikke;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Konservative Folkeparti;0,5046850712;0.488757011698307;0.397300196167059;0.121630955592252;0.498437089743898
3364;20150316;Kvinde;71;70++ år;Sjælland;107;for højt skatteniveau;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Konservative Folkeparti;1,0999399143;0.682925636436056;0.217071488909407;0.121418753764355;0.440835756590203
3366;20150316;Mand;45;40-49 år;Hovedstaden;900;indvandring;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Stemte blankt;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;2 børn;900.000-999.999 kr.;Socialdemokraterne;0,5342130822;0.454644292541081;0.417899593993806;0.121344592822297;0.563560541625271
3369;20150316;Kvinde;70;70++ år;Syddanmark;103;arbejdsløsheden;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,4824086219;0.696892148563539;0.207901018547797;0.121139933285417;0.453397665119771
3390;20150316;Kvinde;70;70++ år;Syddanmark;1227;Terror;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,5217808266;0.696892148563539;0.207901018547797;0.121139933285417;0.4357347355756
3400;20150316;Mand;30;30-39 år;Hovedstaden;1300;For dyr velfærd;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Lang videregående 5 år;Ingen;800.000-899.999 kr.;Konservative Folkeparti;1,0462273465;0.334307850747619;0.504118348680971;0.121022919935838;0.370139236833627
3401;20150316;Kvinde;65;60-69 år;Sjælland;900;indvandre , arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Dansk Folkeparti;0,3788257478;0.751973848789018;0.171107596522921;0.12093719901528;0.347470144486306
3404;20150316;Kvinde;52;50-59 år;Midtjylland;103;arbejedsløshed;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;Ved ikke;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;;0,5572939529;0.601640991901193;0.296543618420336;0.120914723384313;0.399096764914259
3410;20150316;Kvinde;79;70++ år;Hovedstaden;900;indvandringen;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,6903016679;0.39092813804198;0.471487907003927;0.120878669127697;0.491844041697185
3423;20150317;Kvinde;68;60-69 år;Sjælland;201;intolerence;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Socialdemokraterne;0,4097444631;0.721750111188383;0.191472795816877;0.120821175099081;0.449972455197282
3426;20150316;Kvinde;66;60-69 år;Sjælland;900;Flygtninge uden arbejde;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Venstre ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Socialistisk Folkeparti - SF;0,6145551630;0.742783623136352;0.177368379389498;0.120819349693967;0.383617900933452
3432;20150316;Kvinde;66;60-69 år;Midtjylland;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;200.000-299.999 kr.;Socialistisk Folkeparti - SF;0,4916125880;0.742783623136352;0.177368379389498;0.120819349693967;0.396511817411726
3441;20150317;Kvinde;57;50-59 år;Sjælland;1227;terror;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Gymnasie, HF eller lignende;2 børn;800.000-899.999 kr.;Dansk Folkeparti;1,0251739726;0.536651125007215;0.381238452646437;0.120489458617224;0.461083807180604
3457;20150316;Mand;73;70++ år;Hovedstaden;900;indvandring;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;Ingen;Ved ikke;Konservative Folkeparti;0,8796948726;0.303626482904726;0.570200731948001;0.119876786021819;0.507158690588499
3461;20150316;Kvinde;77;70++ år;Syddanmark;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,5217808266;0.434628454819813;0.435937533004823;0.119145808040686;0.423096006861606
3478;20150316;Mand;68;60-69 år;Hovedstaden;2400;De nationalistiske strømninger. Dette gælder ikke kun DK men hele Europa og i særdeleshed Rusland.;Venstre ledet regering;Venstre ledet regering;Ved ikke;(A) Socialdemokraterne;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Venstre;0,4597204185;0.376688864679472;0.502155509822444;0.118503454585722;0.727831438533795
3482;20150316;Mand;48;40-49 år;Hovedstaden;103;arbjedsløshed;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Lang videregående 5 år;Ingen;500.000-599.999 kr.;Konservative Folkeparti;0,7338670735;0.58213836300598;0.31530272525473;0.118260798920749;0.247193172810472
3489;20150316;Mand;48;40-49 år;Hovedstaden;107;skat;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Venstre;0,7494329615;0.355658402429271;0.511925640705783;0.117993348801483;0.543997607330511
3491;20150316;Kvinde;59;50-59 år;Syddanmark;300;At sundhedsvæsnet ikke fungerer optimalt. Der er for lidt hænder og dem der arbejder der bliver slidte.;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,5168016039;0.681952999205943;0.241840488906278;0.117729424292184;0.465971151998737
3498;20150316;Mand;52;50-59 år;Nordjylland;300;sundhedsvæsenet;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(I) Liberal Alliance;(V) Venstre;;Lang videregående 5 år;Ingen;600.000-699.999 kr.;Venstre;0,6036224869;0.596531843071363;0.305047496200846;0.117674990567169;0.480720290038926
